Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Joined_by_year,Time to Unicorn,ROI
Socure,5000000000,2021-03-16,Cybersecurity,New York,United States,North America,2012,644000000,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2021,9,7.763975155279503
VIPKid,5000000000,2016-08-04,Edtech,Beijing,China,Asia,2013,1000000000,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",2016,3,5.0
Vinted,5000000000,2019-11-27,E-commerce & direct-to-consumer,Vilnius,Lithuania,Europe,2008,562000000,"Accel, Insight Partners, Burda Principal Investments",2019,11,8.896797153024911
Lendable,5000000000,2021-03-31,Fintech,London,United Kingdom,Europe,2014,286000000,"Ontario Teachers' Pension Plan, Goldman Sachs",2021,7,17.482517482517483
UBTECH Robotics,5000000000,2016-07-25,Hardware,Shenzhen,China,Asia,2012,943000000,"CDH Investments, Goldstone Investments, Qiming Venture Partners",2016,4,5.302226935312832
Anduril,5000000000,2019-09-11,Artificial intelligence,Irvine,United States,North America,2017,691000000,"Andreessen Horowitz, Founders Fund, Revolution Ventures",2019,2,7.23589001447178
Checkr,5000000000,2019-09-19,Internet software & services,San Francisco,United States,North America,2014,559000000,"Y Combinator, Accel, T. Rowe Price",2019,5,8.94454382826476
Color,5000000000,2021-01-04,Health,Burlingame,United States,North America,2013,497000000,"General Catalyst, Viking Global Investors, T. Rowe Price",2021,8,10.060362173038229
Dataiku,5000000000,2019-12-04,Internet software & services,New York,United States,North America,2013,647000000,"Alven Capital, FirstMark Capital, capitalG",2019,6,7.727975270479135
BetterUp,5000000000,2021-02-25,Internet software & services,San Francisco,United States,North America,2013,567000000,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",2021,8,8.818342151675486
Pleo,5000000000,2021-07-06,Fintech,Copenhagen,Denmark,Europe,2015,428000000,"Creandum, Founders, Kinnevik",2021,6,11.682242990654206
Trade Republic,5000000000,2021-05-20,Fintech,Berlin,Germany,Europe,2015,996000000,"Founders Fund, Accel, Creandum",2021,6,5.020080321285141
Chipone,5000000000,2021-12-16,Hardware,Beijing,China,Asia,2008,1000000000,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",2021,13,5.0
Collibra,5000000000,2019-01-29,Data management & analytics,Brussels,Belgium,Europe,2008,596000000,"Index Ventures, Battery Ventures, ICONIQ Capital",2019,11,8.389261744966444
Rappi,5000000000,2018-08-31,"Supply chain, logistics, & delivery",Bogota,Colombia,South America,2015,2000000000,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",2018,3,2.5
6Sense,5000000000,2021-03-30,Artificial intelligence,San Francisco,United States,North America,2013,426000000,"Venrock, Battery Ventures, Insight Partners",2021,8,11.737089201877934
Cerebral,5000000000,2021-06-10,Health,San Francisco,United States,North America,2020,462000000,"Oak HC/FT Partners, Artis Ventures, WestCap Group",2021,1,10.822510822510823
Creditas,5000000000,2020-12-18,Fintech,Sao Paulo,Brazil,South America,2012,824000000,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",2020,8,6.067961165048544
OneTrust,5000000000,2019-07-11,Internet software & services,Atlanta,United States,North America,2016,926000000,Insight Partners,2019,3,5.399568034557236
QuintoAndar,5000000000,2019-09-09,E-commerce & direct-to-consumer,Campinas,Brazil,South America,2012,755000000,"Kaszek Ventures, General Atlantic, SoftBank Group",2019,7,6.622516556291391
C6 Bank,5000000000,2020-12-02,Fintech,Sao Paulo,Brazil,South America,2018,2000000000,Credit Suisse,2020,2,2.5
Cockroach Labs,5000000000,2021-01-12,Data management & analytics,New York,United States,North America,2015,633000000,"Google Ventures, Benchmark, FirstMark Capital",2021,6,7.898894154818326
Hopper,5000000000,2021-03-24,Travel,Montreal,Canada,North America,2007,599000000,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",2021,14,8.347245409015025
Icertis,5000000000,2019-07-17,Artificial intelligence,Bellevue,United States,North America,2009,371000000,"Eight Roads Ventures, Greycroft, Ignition Partners",2019,10,13.477088948787062
Moon Active,5000000000,2020-01-26,Mobile & telecommunications,Tel Aviv,Israel,Asia,2011,425000000,"Insight Partners, Andalusian Capital Partners",2020,9,11.764705882352942
OfBusiness,5000000000,2021-07-31,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2015,734000000,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",2021,6,6.8119891008174385
Ola Electric Mobility,5000000000,2019-07-02,Auto & transportation,Bengaluru,India,Asia,2019,761000000,"SoftBank Group, Tiger Global Management, Matrix Partners India",2019,0,6.570302233902759
Pine Labs,5000000000,2020-01-24,Fintech,Noida,India,Asia,1998,903000000,"Sequoia Capital India, Temasek, PayPal Ventures",2020,22,5.537098560354374
Qonto,5000000000,2022-01-11,Fintech,Paris,France,Europe,2016,704000000,"Alven Capital, Valar Ventures, Tencent Holdings",2022,6,7.1022727272727275
SambaNova Systems,5000000000,2021-04-13,Data management & analytics,Palo Alto,United States,North America,2017,1000000000,"Walden International, Google Ventures, Intel Capital",2021,4,5.0
United Imaging Healthcare,5000000000,2017-09-15,Health,Shanghai,China,Asia,2011,503000000,"China Life Insurance, China Development Bank Capital, CITIC Securities International",2017,6,9.940357852882704
WM Motor,5000000000,2019-03-08,Auto & transportation,Shanghai,China,Asia,2015,4000000000,"Baidu Capital, Linear Venture, Tencent",2019,4,1.25
ZEPZ,5000000000,2021-08-23,Fintech,London,United Kingdom,Europe,2010,655000000,"Accel, Technology Crossover Ventures, LeapFrog Investments",2021,11,7.633587786259542
Abogen,4000000000,2021-11-29,Health,Suzhou,China,Asia,2019,1000000000,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",2021,2,4.0
Greensill,4000000000,2018-07-16,Fintech,London,United Kingdom,Europe,2011,2000000000,"SoftBank Group, General Atlantic",2018,7,2.0
HyalRoute,4000000000,2020-05-26,Mobile & telecommunications,Unknown,Singapore,Asia,2015,263000000,Kuang-Chi,2020,5,15.209125475285171
Radiology Partners,4000000000,2018-02-26,Health,El Segundo,United States,North America,2012,1000000000,"New Enterprise Associates, Starr Investment Holdings",2018,6,4.0
Yello Mobile,4000000000,2014-11-11,Mobile & telecommunications,Seoul,South Korea,Asia,2012,216000000,Formation 8,2014,2,18.51851851851852
Turing,4000000000,2021-12-20,Internet software & services,Palo Alto,United States,North America,2018,128000000,"Foundation Capital, Frontier Ventures, AltaIR Capital",2021,3,31.25
Lenskart,4000000000,2019-12-20,E-commerce & direct-to-consumer,Faridabad,India,Asia,2008,776000000,"Chiratae Ventures, PremjiInvest, Softbank",2019,11,5.154639175257732
Kraken,4000000000,2019-06-25,Fintech,San Francisco,United States,North America,2011,119000000,"Bnk To The Future, Trammell Ventures, SBI Investment",2019,8,33.61344537815126
Horizon Robotics,4000000000,2019-02-27,Artificial intelligence,Beijing,China,Asia,2015,2000000000,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",2019,4,2.0
MoonPay,4000000000,2021-11-22,Fintech,Miami,United States,North America,2019,555000000,"New Enterprise Associates, Coatue Management, Tiger Global Management",2021,2,7.207207207207207
Celsius Network,4000000000,2021-10-12,Fintech,Hoboken,United States,North America,2017,864000000,"WestCap Group, Caisse de depot et placement du Quebec",2021,4,4.62962962962963
ChargeBee Technologies,4000000000,2021-04-20,Fintech,Walnut,United States,North America,2011,468000000,"Insight Partners, Tiger Global Management, Accel",2021,10,8.547008547008547
Coalition,4000000000,2021-03-17,Cybersecurity,San Francisco,United States,North America,2017,505000000,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2021,4,7.920792079207921
Commure,4000000000,2021-09-16,Internet software & services,San Francisco,United States,North America,2017,542000000,"General Catalyst, HCA Healthcare",2021,4,7.380073800738008
Flock Safety,4000000000,2021-07-13,Hardware,Atlanta,United States,North America,2017,381000000,"Matrix Partners, Initialized Capital, Tiger Global Management",2021,4,10.498687664041995
Handshake,4000000000,2021-05-12,Internet software & services,San Francisco,United States,North America,2014,434000000,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",2021,7,9.216589861751151
Highspot,4000000000,2021-02-22,Internet software & services,Seattle,United States,North America,2013,643000000,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",2021,8,6.2208398133748055
Indigo Ag,4000000000,2017-09-26,Artificial intelligence,Boston,United States,North America,2014,1000000000,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",2017,3,4.0
Mirakl,4000000000,2020-09-22,E-commerce & direct-to-consumer,Paris,France,Europe,2011,948000000,"Elaia Partners, 83North, Felix Capital",2020,9,4.219409282700422
Rec Room,4000000000,2021-03-23,Internet software & services,Seattle,United States,North America,2016,294000000,"First Round Capital, Sequoia Capital, Index Ventures",2021,5,13.605442176870747
Tekion,4000000000,2020-10-21,Internet software & services,San Ramon,United States,North America,2016,435000000,"Airbus Ventures, Index Ventures, Advent International",2020,4,9.195402298850574
Otto Bock HealthCare,4000000000,2017-06-24,Health,Duderstadt,Germany,Europe,1919,0,EQT Partners,2017,98,inf
Outreach,4000000000,2019-04-16,Internet software & services,Seattle,United States,North America,2011,489000000,"Mayfield Fund, M12, Trinity Ventures",2019,8,8.1799591002045
WeRide,4000000000,2020-12-23,Auto & transportation,Guangzhou,China,Asia,2017,1000000000,"Atop Capital, IDInvest Partners, Qiming Venture Partners",2020,3,4.0
Applied Intuition,4000000000,2020-10-22,Data management & analytics,Sunnyvale,United States,North America,2017,352000000,"Andreessen Horowitz, Lux Capital, General Catalyst",2020,3,11.363636363636363
Course Hero,4000000000,2020-02-12,Edtech,Redwood City,United States,North America,2006,477000000,"NewView Capital, Maveron, Ridge Ventures",2020,14,8.385744234800839
Relativity,4000000000,2021-03-18,Internet software & services,Chicago,United States,North America,2001,125000000,"Silver Lake, ICONIQ Capital",2021,20,32.0
Whoop,4000000000,2020-10-28,E-commerce & direct-to-consumer,Boston,United States,North America,2012,404000000,"NextView Ventures, Promus Ventures, Two Sigma Ventures",2020,8,9.900990099009901
Arctic Wolf Networks,4000000000,2020-10-22,Cybersecurity,Eden Prairie,United States,North America,2012,498000000,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",2020,8,8.032128514056225
GOAT,4000000000,2020-09-23,E-commerce & direct-to-consumer,Culver City,United States,North America,2015,493000000,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",2020,5,8.113590263691684
Noom,4000000000,2021-05-24,Health,New York,United States,North America,2006,657000000,"Qualcomm Ventures, Samsung Ventures, Silver Lake",2021,15,6.0882800608828
Papaya Global,4000000000,2021-03-04,Internet software & services,New York,United States,North America,2016,440000000,"Bessemer Venture Partners, Insight Partners, New Era Ventures",2021,5,9.090909090909092
Redwood Materials,4000000000,2021-07-28,Other,Carson City,United States,North America,2017,792000000,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",2021,4,5.05050505050505
ShareChat,4000000000,2021-04-08,Internet software & services,Bengaluru,India,Asia,2015,1000000000,"India Quotient, Elevation Capital, Lightspeed Venture Partners",2021,6,4.0
Sorare,4000000000,2021-09-21,E-commerce & direct-to-consumer,Paris,France,Europe,2019,739000000,"Benchmark, Accel, SoftBank Group",2021,2,5.412719891745602
VAST Data,4000000000,2020-04-16,Data management & analytics,New York,United States,North America,2016,263000000,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",2020,4,15.209125475285171
Articulate,4000000000,2021-07-01,Edtech,New York,United States,North America,2015,2000000000,"Blackstone, ICONIQ Growth, General Atlantic",2021,6,2.0
Dutchie,4000000000,2021-03-16,E-commerce & direct-to-consumer,Bend,United States,North America,2017,603000000,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",2021,4,6.633499170812604
FalconX,4000000000,2021-08-10,Fintech,San Mateo,United States,North America,2018,324000000,"Tiger Global Management, American Express Ventures, B Capital Group",2021,3,12.345679012345679
Guild Education,4000000000,2019-11-13,Internet software & services,Denver,United States,North America,2015,379000000,"General Atlantic, Blackstone, ICONIQ Growth",2019,4,10.554089709762533
Chainalysis,4000000000,2020-11-23,Fintech,New York,United States,North America,2014,367000000,"Addition, Benhcmark, Accel",2020,6,10.899182561307901
dbt Labs,4000000000,2021-06-30,Data management & analytics,Philadelphia,United States,North America,2016,414000000,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",2021,5,9.66183574879227
Globalization Partners,4000000000,2022-01-24,Internet software & services,Boston,United States,North America,2012,350000000,"Vista Equity Partners, Wincove, TDR Capital",2022,10,11.428571428571429
Intarcia Therapeutics,4000000000,2014-04-01,Health,Boston,United States,North America,1995,1000000000,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",2014,19,4.0
Relativity Space,4000000000,2020-11-23,Other,Inglewood,United States,North America,2016,1000000000,"Playground Global, Bond, Tribe Capital",2020,4,4.0
StockX,4000000000,2019-06-26,E-commerce & direct-to-consumer,Detroit,United States,North America,2016,495000000,"Google Ventures, Battery Ventures, DST Global",2019,3,8.080808080808081
ThoughtSpot,4000000000,2018-05-08,Internet software & services,Sunnyvale,United States,North America,2012,664000000,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",2018,6,6.024096385542169
SSENSE,4000000000,2021-06-08,E-commerce & direct-to-consumer,Montreal,Canada,North America,2003,-1,Sequoia Capital,2021,18,-4000000000.0
BitPanda,4000000000,2021-03-16,Fintech,Vienna,Austria,Europe,2014,546000000,"Speedinvest, Valar Ventures, Uniqa Ventures",2021,7,7.326007326007326
Dataminr,4000000000,2018-06-04,Artificial intelligence,New York,United States,North America,2009,1000000000,"Venrock, Institutional Venture Partners, Goldman Sachs",2018,9,4.0
Weee!,4000000000,2021-03-16,"Supply chain, logistics, & delivery",Fremont,United States,North America,2015,864000000,"Goodwater Capital, iFly, XVC Venture Capital",2021,6,4.62962962962963
Medlinker,4000000000,2018-07-31,Health,Chengdu,China,Asia,2014,761000000,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",2018,4,5.256241787122208
Hozon Auto,4000000000,2022-02-22,Auto & transportation,Shanghai,China,Asia,2014,2000000000,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",2022,8,2.0
Aurora Solar,4000000000,2021-05-24,Internet software & services,San Francisco,United States,North America,2013,523000000,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital",2021,8,7.648183556405353
Branch,4000000000,2018-09-10,Mobile & telecommunications,Redwood City,United States,North America,2014,667000000,"New Enterprise Associates, Pear, Cowboy Ventures",2018,4,5.997001499250374
BrowserStack,4000000000,2021-06-16,Internet software & services,Dublin,Ireland,Europe,2011,250000000,"Accel, Insight Partners, Bond Capital",2021,10,16.0
Cerebras Systems,4000000000,2018-11-14,Hardware,Los Altos,United States,North America,2016,720000000,"Benchmark, Foundation Capital, Sequoia Capital",2018,2,5.555555555555555
ClickUp,4000000000,2020-12-15,Internet software & services,San Diego,United States,North America,2017,535000000,"Georgian Partners, Craft Ventures",2020,3,7.4766355140186915
Clubhouse,4000000000,2021-01-24,Mobile & telecommunications,San Francisco,United States,North America,2020,110000000,"Andreessen Horowitz, TQ Ventures",2021,1,36.36363636363637
Farmers Business Network,4000000000,2020-08-03,Other,San Carlos,United States,North America,2014,870000000,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",2020,6,4.597701149425287
Houzz,4000000000,2014-09-30,E-commerce & direct-to-consumer,Palo Alto,United States,North America,2008,614000000,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",2014,6,6.514657980456026
MEGVII,4000000000,2017-10-31,Artificial intelligence,Beijing,China,Asia,2011,1000000000,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",2017,6,4.0
Melio,4000000000,2021-01-25,Fintech,New York,United States,North America,2018,504000000,"Accel, Aleph, American Express Ventures",2021,3,7.936507936507937
Next Insurance,4000000000,2019-10-07,Fintech,Palo Alto,United States,North America,2016,881000000,"Zeev Ventures, Ribbit Capital, TLV Partners",2019,3,4.540295119182747
Olive,4000000000,2020-12-01,Internet software & services,Columbus,United States,North America,2012,856000000,"Drive Capital, General Catalyst, Ascension Ventures",2020,8,4.672897196261682
Patreon,4000000000,2020-09-02,Internet software & services,San Francisco,United States,North America,2013,413000000,"Index Ventures, Thrive Capital, CRV",2020,7,9.685230024213075
PointClickCare,4000000000,2021-01-07,Internet software & services,Mississauga,Canada,North America,2000,230000000,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",2021,21,17.391304347826086
Rubrik,4000000000,2017-04-28,Data management & analytics,Palo Alto,United States,North America,2014,553000000,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",2017,3,7.233273056057866
Vuori,4000000000,2021-10-13,E-commerce & direct-to-consumer,Carlsbad,United States,North America,2015,445000000,"SoftBank Group, Norwest Venture Partners",2021,6,8.98876404494382
Webflow,4000000000,2021-01-13,Internet software & services,San Francisco,United States,North America,2012,335000000,"Accel, Silversmith Capital Partners, capitalG",2021,9,11.940298507462687
Yuga Labs,4000000000,2022-03-22,Fintech,Miami,United States,North America,2021,450000000,"Andreessen Horowitz, Thrive Capital, Sound Ventures",2022,1,8.88888888888889
Zapier,4000000000,2021-01-14,Internet software & services,Sunnyvale,United States,North America,2011,1000000,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",2021,10,4000.0
Dadi Cinema,3000000000,2016-05-11,Other,Shenzhen,China,Asia,2006,154000000,Alibaba Pictures Group,2016,10,19.48051948051948
Kurly,3000000000,2021-07-09,"Supply chain, logistics, & delivery",Seoul,South Korea,Asia,2014,770000000,"Sequoia Capital China, DST Global, DST Global",2021,7,3.896103896103896
Moglix,3000000000,2021-05-17,E-commerce & direct-to-consumer,Unknown,Singapore,Asia,2015,471000000,"Jungle Ventures, Accel, Venture Highway",2021,6,6.369426751592357
OpenAI,3000000000,2019-07-22,Artificial intelligence,San Francisco,United States,North America,2015,1000000000,Khosla Ventures,2019,4,3.0
Upstox,3000000000,2021-11-29,Fintech,Mumbai,India,Asia,2010,54000000,"Tiger Global Management, Kalaari Capital",2021,11,55.55555555555556
Vista Global,3000000000,2017-08-23,Other,Dubai,United Arab Emirates,Asia,2004,418000000,Rhone Capital,2017,13,7.177033492822966
Yixia,3000000000,2015-11-24,Mobile & telecommunications,Beijing,China,Asia,2011,775000000,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures",2015,4,3.870967741935484
Automattic,3000000000,2013-05-27,Internet software & services,San Francisco,United States,North America,2005,859000000,"Insight Venture Partners, Lowercase Capital, Polaris Partners",2013,8,3.492433061699651
OakNorth Bank,3000000000,2017-10-12,Fintech,London,United Kingdom,Europe,2015,1000000000,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",2017,2,3.0
Worldcoin,3000000000,2021-06-29,Fintech,San Francisco,United States,North America,2019,125000000,"Day One Ventures, Coinbase Ventures, Andreessen Horowitz",2021,2,24.0
Hive Box,3000000000,2018-01-23,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,2015,1000000000,"Eastern Bell Capital, SF Holding Co, STO Express",2018,3,3.0
Trax,3000000000,2019-07-22,Artificial intelligence,Unknown,Singapore,Asia,2010,1000000000,"Hopu Investment Management, Boyu Capital, DC Thomson Ventures",2019,9,3.0
MessageBird,3000000000,2020-10-08,Mobile & telecommunications,Amsterdam,Netherlands,Europe,2011,1000000000,"Y Combinator, Atomico, Accel",2020,9,3.0
Cohesity,3000000000,2018-06-11,Data management & analytics,San Jose,United States,North America,2013,660000000,"SoftBank Group, Sequoia Capital, Wing Venture Capital",2018,5,4.545454545454546
Cybereason,3000000000,2019-08-06,Cybersecurity,Boston,United States,North America,2012,714000000,"SoftBank Group, CRV, Spark Capital",2019,7,4.201680672268908
A24 Films,3000000000,2022-03-09,Other,New York,United States,North America,2012,225000000,"Stripes Group, Neuberger Berman",2022,10,13.333333333333334
Acronis,3000000000,2019-09-18,Cybersecurity,Schaffhausen,Switzerland,Europe,2003,408000000,"Goldman Sachs, VebVentures, Insight Partners",2019,16,7.352941176470588
Aura,3000000000,2021-06-09,Cybersecurity,Burlington,United States,North America,2019,500000000,"Warburg Pincus, General Catalyst",2021,2,6.0
BYTON,3000000000,2018-04-20,Auto & transportation,Nanjing,China,Asia,2016,1000000000,"FAW Group, Tencent Holdings, Tus Holdings",2018,2,3.0
Cato Networks,3000000000,2020-11-17,Cybersecurity,Tel Aviv,Israel,Asia,2015,532000000,"Aspect Ventures, SingTel Innov8, Greylock Partners",2020,5,5.639097744360902
